language_group,source_file,docid,title,country,incomegroup,year,link,rag_complete,bb_info,bb_info_conf,bb_info_evidence,bb_info_stage,bb_structped,bb_structped_conf,bb_structped_evidence,bb_structped_stage,bb_targeted,bb_targeted_conf,bb_targeted_evidence,bb_targeted_stage,bb_parentstim,bb_parentstim_conf,bb_parentstim_evidence,bb_parentstim_stage,bb_preprimary,bb_preprimary_conf,bb_preprimary_evidence,bb_preprimary_stage,bb_travel,bb_travel_conf,bb_travel_evidence,bb_travel_stage,bb_merit,bb_merit_conf,bb_merit_evidence,bb_merit_stage,bb_deworm,bb_deworm_conf,bb_deworm_evidence,bb_deworm_stage
French,nep_counted_llm_rag_french_full_v1.dta,49.0,Stratégie sectorielle de l'éducation 2015-2025,Congo,Lower middle income,2015,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-6410,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,activité 1 4 5 1 jeux extérieurs et matériels d éveil 347 398 454 centres équipés avec des matériels d éveil,verify,0,0.95,,triage,0,0.3,bourses pour les élèves 7 589 7 899 8 325 7 589 7 899 8 325 cabinet favoriser la scolarisation des populations rurales,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,50.0,Stratégie sectorielle de l'éducation 2015-2025: plan d'action 2016-2018,Congo,Lower middle income,2015,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2015-2025-plan-daction-2016-2018-7068,1,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,centres équipés avec des jeux extérieurs 68 114 166 2 900 000 xof dep mepsa qualité des apprentissages activité 1 4 5 1 jeux extérieurs et matériels d éveil 347 398 454 centres équipés avec des matériels d éveil 48 103 166 4 816 000 xof equiper toutes écoles publics et centres d éveil centres équipés avec livres et matériels activité 1 4 5 2 livres et matériels d apprentissage 48 103 166 1 400 000 xof 271 295 322 dep mepsa communautaires en jeux et matériels pour une meilleure d apprentissage efficience sous programme 1 4 6 activité 1 4 6 1 formation continue des enseignants nombre de sessions de formation organisées 16 19 21 5 000 000 xof 80 95 105 dfc conditions de travail des enseignants mombre de logements par école 0 3 0 5 0 6 0 8 des enseignants bien formés et encadrés et bénéficiants des activité 1 4 6 3 construction de logements pour les instituteurs 2 170 2 450 2 730 dep mepsa conditions de travail améliorées nombre de logements construits 31 35 39 70 000 000 xof efficience sous programme 1 4 7 encadrement des enseignants nombre activité 1 4 7 1 moyens de déplacement des inspecteurs et détail des coûts dans le apporter un soutien pédagogique aux cep publics et aux achat véhicules motos carburant d inspecteurs 7 6 0 207 197 7 dep mepsa conseillers modèle enseignants équipés sous programme 1 4 8 redevabilité et transparence de la gestion des écoles activité 1 4 8 1 implication des comités de gestion textes règlementaires x x x avec fonctionnement des services mepsa mid assurer l’efficacité et la transparence de l’utilisation des ressources par les cep,verify,0,0.9,,triage,0,0.3,bourses pour les élèves 7 589 7 899 8 325 7 589 7 899 8 325,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,47.0,Proposition de la République du Congo au Guichet de Financement Accéléré de la Riposte contre le COVID-19 du GPE/PME,Congo,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/proposition-de-la-r%C3%A9publique-du-congo-au-guichet-de-financement-acc%C3%A9l%C3%A9r%C3%A9-de-la-riposte-contre,1,0,0.2,des conseils à destination des parents sur l’accompagnement de l’éducation à la maison la parentalité la prévention des violences faites aux enfants et des messages sur la prévention contre le covid 19,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,46.0,Stratégie sectorielle de l'éducation 2021-2030: plan d'action 2021-2023,Congo,Lower middle income,2021,http://planipolis.iiep.unesco.org/en/2021/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-2021-2030-plan-daction-2021-2023-7165,1,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,1,0.95,enseignement préscolaire de qualité accès et equité sous programme 1 1 1 1 199 enseignants supplémentaires,verify,0,0.9,,triage,1,1.0,activité 2 1 4 1 octroyer des bourses et poursuite du programme de bourses dans l enseignement technique,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,60.0,"Stratégie de développement de l'enseignement primaire, secondaire et professionnel (2010/11-2015/16)",Congo DR,Low income,2010,http://planipolis.iiep.unesco.org/en/2010/strat%C3%A9gie-de-d%C3%A9veloppement-de-lenseignement-primaire-secondaire-et-professionnel-201011-201516,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.4,l’espace d’éveil favorise le développement holistique de l’enfant en prenant en compte l’ensemble de ses dimensions cognitive psychologique nutritionnelle sanitaire et sociale,verify,1,0.9,l’espace d’éveil favorise le développement holistique de l’enfant en prenant en compte l’ensemble de ses dimensions cognitive psychologique nutritionnelle sanitaire et sociale,verify,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,61.0,Stratégie pour le développement du sous-secteur de l'EPSP 2010/2011-2015/2016,Congo DR,Low income,2010,http://planipolis.iiep.unesco.org/en/2010/strat%C3%A9gie-pour-le-d%C3%A9veloppement-du-sous-secteur-de-lepsp-20102011-20152016-5726,1,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.4,l’espace d’éveil favorise le développement holistique de l’enfant en prenant en compte l’ensemble de ses dimensions cognitive psychologique nutritionnelle sanitaire et sociale,verify,1,0.9,encadrement d’éducateurs communautaires indicateurs de performance pour le préscolaire,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,59.0,Plan intérimaire de l'éducation,Congo DR,Low income,2011,http://planipolis.iiep.unesco.org/en/2011/plan-interimaire-de-leducation,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,1,0.95,un programme de formation initiale et continue du personnel préscolaire est développé en concertation avec le ministère de l’enseignement supérieur,verify,0,0.9,,triage,0,1.0,,triage,1,0.95,mise en oeuvre de programmes de dépistage et de déparasitage d’enfants souffrant de maladie ministère de la santé service santé locale collaboration,verify
French,nep_counted_llm_rag_french_full_v1.dta,57.0,Plan intérimaire de l'éducation 2012-2014,Congo DR,Low income,2012,http://planipolis.iiep.unesco.org/en/2012/plan-int%C3%A9rimaire-de-l%C3%A9ducation-2012-2014-5628,1,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.75,développer la préscolarisation pour la tranche d’âge 3 à 5 ans notamment en appuyant les communautés de base dans la mise en place d’espaces communautaires,verify,1,0.95,un programme de formation initiale et continue du personnel préscolaire est développé,verify,0,0.9,,triage,0,1.0,,triage,1,0.95,mise en oeuvre de programmes de dépistage et de déparasitage d’enfants souffrant de maladie,verify
French,nep_counted_llm_rag_french_full_v1.dta,58.0,Stratégie nationale pour le développement de l'alphabétisation et de l'éducation non formelle 2012 à 2019-2020,Congo DR,Low income,2012,http://planipolis.iiep.unesco.org/en/2012/strat%C3%A9gie-nationale-pour-le-d%C3%A9veloppement-de-lalphab%C3%A9tisation-et-de-l%C3%A9ducation-non-formelle,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,56.0,Stratégie sectorielle de l'éducation et de la formation 2016-2025,Congo DR,Low income,2015,http://planipolis.iiep.unesco.org/en/2015/strat%C3%A9gie-sectorielle-de-l%C3%A9ducation-et-de-la-formation-2016-2025-6259,1,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.7,du développement d’une offre communautaire pour favoriser l’éveil et l’éducation des enfants âgés de 3 à 5 ans,verify,1,0.97,tous les enseignants et encadreurs disposent d un guides pédagogiques pour le préscolaire guide formation initiale des enseignants,verify,1,1.0,les barrières liées à la distance à l’école peuvent dans certains cas être allégées ou compensées soit par l’organisation de transports scolaires,verify,0,0.0,,verify_evidence_fail,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,54.0,Plan intérimaire de lutte contre la COVID-19 en milieux scolaires,Congo DR,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/plan-int%C3%A9rimaire-de-lutte-contre-la-covid-19-en-milieux-scolaires-7269,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,55.0,Projet d’équité et de renforcement du système éducatif (PERSE) : plan de mobilisation des parties prenantes (PMPP) Version 1,Congo DR,Low income,2020,http://planipolis.iiep.unesco.org/en/2020/projet-d%E2%80%99%C3%A9quit%C3%A9-et-de-renforcement-du-syst%C3%A8me-%C3%A9ducatif-perse-plan-de-mobilisation-des-parties,1,0,0.25,par la diffusion d’informations sur le budget qui soient claires et compréhensibles par la population,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,élaborer et mettre en oeuvre un programme de recrutement fondésur le mérite pour les nouveaux enseignants,verify,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,53.0,Plan national sous-sectoriel du numérique PNSN-ESU Horizon 2025,Congo DR,Low income,2021,http://planipolis.iiep.unesco.org/en/2021/plan-national-sous-sectoriel-du-numerique-pnsn-esu-horizon-2025,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.4,gestion d’accès au service de transport en commun ou propre aux étudiants,verify,1,1.0,la création et la numérisation du système de diffusion et de valorisation des résultats de recherche permettant de desceller les talents créatifs et l’octroi des prix et des bourses d’excellence en milieu universitaire aux meilleurs,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,52.0,Plan quinquennal du Ministère de l'éducation nationale et nouvelle citoyenneté (2024-2029),Congo DR,Low income,2025,http://planipolis.iiep.unesco.org/en/2025/plan-quinquennal-du-ministere-de-leducation-nationale-et-nouvelle-citoyennete-2024-2029,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,66.0,Plan National de Développement du secteur Education/Formation (PNDEF) 1998-2010,Côte D'ivoire,Lower middle income,1999,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,la mise en place de mesures d incitation bourses d études internats réservés réduction des frais d inscription etc,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,65.0,Plan d'action à moyen terme du secteur de l'éducation,Côte D'ivoire,Lower middle income,2009,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,1,0.95,le ministère de l’education nationale entend développer l’accueil des enfants de cinq ans en milieu scolaire dans des classes de « grande section » implantées dans les écoles publiques cet accueil doit favoriser la scolarité ultérieure de l’enfant,verify,0,0.9,,triage,1,0.95,la stratégie nationale opte donc pour le remplacement du régime de l’internat par la distribution aux élèves‐maîtres d’une bourse d’études,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,64.0,Plan opérationnel à moyen terme (POMT 2012-2015) de la réforme de l'ETFP de Côte d'Ivoire,Côte D'ivoire,Lower middle income,2012,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,62.0,Plan sectoriel éducation/formation 2016-2025,Côte D'ivoire,Lower middle income,2017,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,la finalisation du document programme d’éducation parentale destinée aux familles et aux communautés avec un focus spécifique sur les enfants de 0 à 3 ans,verify,1,1.0,la révision du programme de formation dispensé dans les cafop à l’intention des élèves maîtres pour permettre aux nouveaux enseignants de disposer également des compétences nécessaires pour la prise en charge des jeunes enfants,verify,0,0.9,,triage,1,0.95,la promotion du mérite et de l’excellence à travers une assistance financière a pour objectif d’accroître les effectifs des étudiants,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,63.0,Réforme de l'enseignement et de la formation techniques et professionnels 2016-2020,Côte D'ivoire,Lower middle income,2017,,1,1,0.8,il s’agit d’informer les apprenants et les partenaires sur les métiers les offres de formation et les conditions d’accès aux formations dispensées,verify,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,79.0,Schéma directeur et plan d'action 2001-2005,Djibouti,Lower middle income,2000,http://planipolis.iiep.unesco.org/en/2000/sch%C3%A9ma-directeur-et-plan-daction-2001-2005-3685,1,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,1,0.9,appui à l enseignement préscolaire 100 720 000,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,74.0,Plan d'action 2006-2008,Djibouti,Lower middle income,2005,http://planipolis.iiep.unesco.org/en/2005/plan-daction-2006-2008-3708,1,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,1,0.95,réduction des distances par le rapprochement de l’offre des lieux d’habitation et l’amélioration du cadre scolaire en termes d’accessibilité,verify,1,1.0,formation des cadres bourses d’études doctorales et post doctorales,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,78.0,Schéma directeur 2010-2019: cap sur la qualité,Djibouti,Lower middle income,2010,http://planipolis.iiep.unesco.org/en/2010/sch%C3%A9ma-directeur-2010-2019-cap-sur-la-qualit%C3%A9-5018,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,valider le curriculum du pr‚scolaire et les r‚f‚rentiels de formation des enseignants,verify,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,75.0,Plan d'action 2011-2016 du ministère de l'éducation et de la formation professionnelle (PAEFPT),Djibouti,Lower middle income,2011,http://planipolis.iiep.unesco.org/en/2011/plan-daction-2011-2016-du-minist%C3%A8re-de-l%C3%A9ducation-et-de-la-formation-professionnelle-paefpt,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,73.0,Plan d'action de l'éducation 2014-2016,Djibouti,Lower middle income,2013,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,76.0,Plan d'action de l'éducation 2014-2016,Djibouti,Lower middle income,2013,http://planipolis.iiep.unesco.org/en/2013/plan-daction-de-l%C3%A9ducation-2014-2016-6253,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,améliorer la qualité et la pertinence des enseignements et des apprentissages finalisation des curricula elaboration des référentiels des compétences enseignants et élèves impression et diffusion des curricula,verify,0,0.9,,triage,0,0.9,,triage,1,0.9,le pam appui les cantines scolaires dans 70 des écoles incluant des programme de déparasitage,verify
French,nep_counted_llm_rag_french_full_v1.dta,72.0,Plan d'action de l'éducation 2017-2019,Djibouti,Lower middle income,2017,,1,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,1.0,,triage,1,0.9,élargissement de l offre de services de qualité en matière d éducation de la petite enfance,verify,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,77.0,Plan d'action de l'éducation 2017-2019,Djibouti,Lower middle income,2017,http://planipolis.iiep.unesco.org/en/2017/plan-daction-de-l%C3%A9ducation-2017-2019-6820,1,0,0.9,,triage,0,0.9,,triage,1,0.95,les élèves seront ainsi regroupés en fonction de leurs difficultés,verify,0,0.2,le ministère de la femme et de la famille promeut depuis 2008 la mise en place de garderies communautaires qui se distinguent de peu du préscolaire,verify,1,0.95,des matériels didactiques pédagogiques et ludiques pour les enfants • des enseignants et des conseillers pédagogiques ayant suivi des formations continues,verify,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,71.0,Projet d'élargir les possibilités d’apprentissage,Djibouti,Lower middle income,2019,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,cette composante a pour objectif d’établir une politique nationale et des cadres pour le préscolaire de qualité et améliorer la pédagogie dans les salles de classe du préscolaire à travers d’un curriculum révisé et le renforcement de la capacité des enseignants du préscolaire à l’instruction par approche « apprentissage ludique »,verify,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,70.0,Stratégie 2020-2024 de l’enseignement supérieur et de la recherche,Djibouti,Lower middle income,2019,,1,0,0.0,,verify_evidence_fail,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,les bourses sont accordées aux 13 meilleurs bacheliers de chaque année qui reçoivent une allocation pendant 5 ans,verify,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,69.0,Plan de réponse sectorielle de l’éducation à la crise COVID19,Djibouti,Lower middle income,2020,,1,0,0.3,développement des messages et enregistrement familles et des communautés pour radio ainsi que les réseaux sociaux de capsules de sensibilisation,verify,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,68.0,Projet d'élargir les possibilités d'apprentissage,Djibouti,Lower middle income,2020,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,composante 1 l’établissement d’une fondation pour l’accroissement de l’accès à un enseignement préscolaire de qualité cette composante a pour objectif d’établir une politique nationale et des cadres pour le préscolaires de qualité et améliorer la pédagogie dans les salles de classe du préscolaire à travers d’un curriculum révisé et le renforcement de la capacité des enseignants du préscolaire à l’instruction par approche « apprentissage ludique »,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,67.0,Schéma directeur de l’éducation et de la formation (SDEF) 2021-2035,Djibouti,Lower middle income,2022,,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,1.0,développer i’éducation préscolaire implique d’élaborer des programmes d’enseignement adaptés et un cadre d’assurance qualité former des enseignants qualifiés en nombre suffisant,verify,1,0.95,le menfop va poursuivre et étendre l’offre de transport scolaire aux enfants des zones rurales reculéees,verify,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,87.0,Plan de continuité pédagogique: rentrée scolaire 2020,France,High income,2020,http://planipolis.iiep.unesco.org/en/2020/plan-de-continuit%C3%A9-p%C3%A9dagogique-rentr%C3%A9e-scolaire-2020-6984,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,92.0,Plan ministériel de prévention et de gestion COVID-19,France,High income,2020,http://planipolis.iiep.unesco.org/en/2020/plan-minist%C3%A9riel-de-pr%C3%A9vention-et-de-gestion-covid-19-6848,1,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,85.0,Numérique pour l’éducation 2023-2027: la vision stratégique d’une politique publique partagée,France,High income,2023,http://planipolis.iiep.unesco.org/en/2023/numerique-pour-leducation-2023-2027-la-vision-strategique-dune-politique-publique-partagee,1,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,86.0,Numérique pour l’éducation 2023-2027: la vision stratégique d’une politique publique partagée,France,High income,2023,http://planipolis.iiep.unesco.org/en/2023/numerique-pour-leducation-2023-2027-la-vision-strategique-dune-politique-publique-partagee,1,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,91.0,"Plan d’action 2024-2027 pour une politique ambitieuse de la donnée au service de l’éducation nationale, de la jeunesse et des sports",France,High income,2024,http://planipolis.iiep.unesco.org/en/2024/plan-daction-2024-2027-pour-une-politique-ambitieuse-de-la-donnee-au-service-de-leducation,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,82.0,Description du programme sectoriel de l'éducation (PSE) 2008-2015,Guinea,Lower middle income,2007,http://planipolis.iiep.unesco.org/en/2007/description-du-programme-sectoriel-de-l%C3%A9ducation-pse-2008-2015-4242,1,0,0.9,,triage,0,0.9,,triage,0,0.95,,triage,0,1.0,,triage,1,0.95,ce volet vise l’atteinte de la qualité à travers i la fourniture de matériels ludiques et pédagogiques pour 207 204 enfants du préscolaire public et communautaire et 2 la formation de 97 animateurs animatrices pour les nouveaux centres,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,95.0,Programme sectoriel de l'éducation 2015-2017,Guinea,Lower middle income,2014,http://planipolis.iiep.unesco.org/en/2014/programme-sectoriel-de-l%C3%A9ducation-2015-2017-6409,1,0,0.9,,triage,0,0.9,,triage,0,0.7,favorisant la remédiation des lacunes des élèves par l’utilisation de la pédagogie différenciée par les enseignants,verify,1,0.9,des outils d’éducation parentale seront diffusés et des parents d’enfants vont bénéficier de formation à leur utilisation,verify,1,0.95,la formation des éducateurs trices dans les eni et des ateliers de formation continue pour les personnels déjà en place la disponibilité d’intrants pédagogiques et ludiques permettront de disposer d’un réseau de professionnels de l’éducation préscolaire et de garantir ainsi des standards de qualité,verify,0,0.95,,triage,1,1.0,octroi de primes prime en nature ou satisfecit aux enseignants liées à la performance et au mérite15 introduction de mesures incitatives,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,93.0,Programme Décennal de l’Education en Guinée 2020-2029,Guinea,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/programme-d%C3%A9cennal-de-l%E2%80%99education-en-guin%C3%A9e-2020-2029-7055,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,0.4,l’objectif quantitatif pour le préscolaire est d’augmenter le taux de scolarisation de 22 6 à 52 7 taux calculé pour les 5 ans par une mise en place de plusieurs modèles d’école préscolaire public et communautaire de 2 ans et pré primaire d’un an et par une expansion de l’offre publique privée et communautaire,verify,0,0.9,,triage,1,0.95,pré recrutement précoce associés à des bourses d’études plus importantes complément à la formation universitaire et un engagement décennal,verify,1,0.9,l’organisation des visites médicales de campagnes de déparasitage et de campagne d’administration de micro nutriments en collaboration avec le ministère de la santé constitue des éléments importants,verify
French,nep_counted_llm_rag_french_full_v1.dta,96.0,Programme sectoriel de l’éducation de la Guinée Bissau (2017 -2025),Guinea-Bissau,Low income,2017,http://planipolis.iiep.unesco.org/en/2017/programme-sectoriel-de-l%E2%80%99%C3%A9ducation-de-la-guin%C3%A9e-bissau-2017-2025-6525,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,la mise en place de programmes d’éducation parentale pour promouvoir les bonnes pratiques dans les ménages hygiène santé etc et en matière d’éveil pour permettre le développement intégré de l’enfant,verify,0,0.0,,verify_evidence_fail,0,0.9,,triage,1,0.95,mise en place de bourses d’études pour permettre aux élèves les plus méritants issus des milieux défavorisés de continuer leurs études dans l’enseignement supérieur,verify,0,1.0,,triage
French,nep_counted_llm_rag_french_full_v1.dta,98.0,Vers la refondation du système éducatif haïtien: plan opérationnel 2010-2015 des recommandations du groupe de travail sur l'éducation et la formation,Haiti,Lower middle income,2012,http://planipolis.iiep.unesco.org/en/2012/vers-la-refondation-du-syst%C3%A8me-%C3%A9ducatif-ha%C3%AFtien-plan-op%C3%A9rationnel-2010-2015-des-recommandations,1,0,0.9,,triage,0,0.9,,triage,0,0.6,des regroupements par classe d’âge 6 7 ans 8 9 ans 10 12 ans seront effectués de façon à bien les orienter après un test de compétences dans des classes adaptées classes multigrades à leurs niveaux et à leurs âges,verify,1,0.95,concevoir des programmes de formation des parents en matière de dipe x réaliser dans chaque sapoti des séminaires de formation à l’intention de 100 parents agents,verify,1,1.0,objectif 2 améliorer la qualité de l’éducation préscolaire résultat attendu • les enfants du préscolaire évoluent dans un meilleur environnement d’apprentissage et de stimulation,verify,0,0.9,,triage,0,0.9,,triage,1,0.95,réaliser des campagnes de déparasitage et de vaccination en partenariat avec le mspp à l’intention des 30 45 60 85 100 élèves du fondamental,verify
French,nep_counted_llm_rag_french_full_v1.dta,94.0,Programme d'interventions prioritaires (PIPE) - Haïti 2013-2016,Haiti,Lower middle income,2013,http://planipolis.iiep.unesco.org/en/2013/programme-dinterventions-prioritaires-pipe-ha%C3%AFti-2013-2016-6015,1,0,0.9,,triage,0,0.95,,triage,0,0.9,,triage,0,0.9,,triage,1,0.9,revoir le curriculum afin d adapter la formation au contexte haïtien de sorte à fournir à l enfant les prérequis adéquats,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,90.0,Plan décennal d’éducation et de formation (PDEF) 2019‐2029: document de consultation,Haiti,Lower middle income,2018,http://planipolis.iiep.unesco.org/en/2018/plan-d%C3%A9cennal-d%E2%80%99%C3%A9ducation-et-de-formation-pdef-2019%E2%80%902029-document-de-consultation-7077,1,0,0.3, mener une campagne d’information et de sensibilisation auprès des élèves des parents et d’autres partenaires,verify,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,1,0.95,ii améliorer la qualité de l’éducation dispensée aux 100 des classes préscolaires appliquent les enfants de 4 5 ans programmes officiels du menfp 100 des enseignants sont formés à cet effet 100 des établissements sont dotés de matériels pédagogiques adéquats,verify,0,0.0,,verify_evidence_fail,1,0.95,élaborer une politique d’allocation de bourses aux finissants du secondaire et de constitution d’un fonds de financement de la recherche scientifique,verify,0,0.9,,triage
French,nep_counted_llm_rag_french_full_v1.dta,88.0,Plan de réponse du secteur de l’éducation par rapport au COVID-19,Haiti,Lower middle income,2020,http://planipolis.iiep.unesco.org/en/2020/plan-de-r%C3%A9ponse-du-secteur-de-l%E2%80%99%C3%A9ducation-par-rapport-au-covid-19-6968,1,0,0.9,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage,0,0.9,,triage,0,1.0,,triage,0,0.9,,triage
